fold_on_predict,fold_on_train,img_id
0,0,Atlanta_nadir7_catid_1030010003D22F00_742151_3738189
0,0,Atlanta_nadir10_catid_1030010003993E00_742151_3738189
0,0,Atlanta_nadir10_catid_1030010003CAF100_742151_3738189
0,0,Atlanta_nadir27_catid_1030010003472200_742151_3738189
0,0,Atlanta_nadir21_catid_1030010003127500_742151_3738189
0,0,Atlanta_nadir47_catid_10300100033C5200_742151_3738189
0,0,Atlanta_nadir32_catid_103001000392F600_742151_3738189
0,0,Atlanta_nadir52_catid_1030010003BDDC00_742151_3738189
0,0,Atlanta_nadir16_catid_1030010002649200_742151_3738189
0,0,Atlanta_nadir14_catid_10300100039AB000_742151_3738189
0,0,Atlanta_nadir19_catid_1030010003C92000_742151_3738189
0,0,Atlanta_nadir42_catid_10300100035D1B00_742151_3738189
0,0,Atlanta_nadir46_catid_1030010003713C00_742151_3738189
0,0,Atlanta_nadir49_catid_1030010003492700_742151_3738189
0,0,Atlanta_nadir13_catid_1030010002B7D800_742151_3738189
0,0,Atlanta_nadir50_catid_10300100039E6200_742151_3738189
0,0,Atlanta_nadir30_catid_10300100036D5200_742151_3738189
0,0,Atlanta_nadir53_catid_1030010003CD4300_742151_3738189
0,0,Atlanta_nadir23_catid_103001000352C200_742151_3738189
0,0,Atlanta_nadir36_catid_1030010003895500_742151_3738189
0,0,Atlanta_nadir29_catid_1030010003315300_742151_3738189
0,0,Atlanta_nadir53_catid_1030010003193D00_742151_3738189
0,0,Atlanta_nadir8_catid_10300100023BC100_742151_3738189
0,0,Atlanta_nadir39_catid_1030010003832800_742151_3738189
0,0,Atlanta_nadir34_catid_1030010003697400_742151_3738189
0,0,Atlanta_nadir25_catid_103001000307D800_742151_3738189
3,3,Atlanta_nadir44_catid_1030010003CCD700_736751_3728289
3,3,Atlanta_nadir7_catid_1030010003D22F00_736751_3728289
3,3,Atlanta_nadir10_catid_1030010003993E00_736751_3728289
3,3,Atlanta_nadir10_catid_1030010003CAF100_736751_3728289
3,3,Atlanta_nadir27_catid_1030010003472200_736751_3728289
3,3,Atlanta_nadir21_catid_1030010003127500_736751_3728289
3,3,Atlanta_nadir47_catid_10300100033C5200_736751_3728289
3,3,Atlanta_nadir32_catid_103001000392F600_736751_3728289
3,3,Atlanta_nadir52_catid_1030010003BDDC00_736751_3728289
3,3,Atlanta_nadir16_catid_1030010002649200_736751_3728289
3,3,Atlanta_nadir14_catid_10300100039AB000_736751_3728289
3,3,Atlanta_nadir19_catid_1030010003C92000_736751_3728289
3,3,Atlanta_nadir42_catid_10300100035D1B00_736751_3728289
3,3,Atlanta_nadir46_catid_1030010003713C00_736751_3728289
3,3,Atlanta_nadir49_catid_1030010003492700_736751_3728289
3,3,Atlanta_nadir13_catid_1030010002B7D800_736751_3728289
3,3,Atlanta_nadir50_catid_10300100039E6200_736751_3728289
3,3,Atlanta_nadir30_catid_10300100036D5200_736751_3728289
3,3,Atlanta_nadir53_catid_1030010003CD4300_736751_3728289
3,3,Atlanta_nadir23_catid_103001000352C200_736751_3728289
3,3,Atlanta_nadir36_catid_1030010003895500_736751_3728289
3,3,Atlanta_nadir29_catid_1030010003315300_736751_3728289
3,3,Atlanta_nadir53_catid_1030010003193D00_736751_3728289
3,3,Atlanta_nadir8_catid_10300100023BC100_736751_3728289
3,3,Atlanta_nadir39_catid_1030010003832800_736751_3728289
3,3,Atlanta_nadir34_catid_1030010003697400_736751_3728289
3,3,Atlanta_nadir25_catid_103001000307D800_736751_3728289
4,4,Atlanta_nadir44_catid_1030010003CCD700_734051_3741339
4,4,Atlanta_nadir7_catid_1030010003D22F00_734051_3741339
4,4,Atlanta_nadir10_catid_1030010003993E00_734051_3741339
4,4,Atlanta_nadir10_catid_1030010003CAF100_734051_3741339
4,4,Atlanta_nadir27_catid_1030010003472200_734051_3741339
4,4,Atlanta_nadir21_catid_1030010003127500_734051_3741339
4,4,Atlanta_nadir47_catid_10300100033C5200_734051_3741339
4,4,Atlanta_nadir32_catid_103001000392F600_734051_3741339
4,4,Atlanta_nadir52_catid_1030010003BDDC00_734051_3741339
4,4,Atlanta_nadir16_catid_1030010002649200_734051_3741339
4,4,Atlanta_nadir14_catid_10300100039AB000_734051_3741339
4,4,Atlanta_nadir19_catid_1030010003C92000_734051_3741339
4,4,Atlanta_nadir42_catid_10300100035D1B00_734051_3741339
4,4,Atlanta_nadir46_catid_1030010003713C00_734051_3741339
4,4,Atlanta_nadir49_catid_1030010003492700_734051_3741339
4,4,Atlanta_nadir13_catid_1030010002B7D800_734051_3741339
4,4,Atlanta_nadir50_catid_10300100039E6200_734051_3741339
4,4,Atlanta_nadir30_catid_10300100036D5200_734051_3741339
4,4,Atlanta_nadir53_catid_1030010003CD4300_734051_3741339
4,4,Atlanta_nadir23_catid_103001000352C200_734051_3741339
4,4,Atlanta_nadir36_catid_1030010003895500_734051_3741339
4,4,Atlanta_nadir29_catid_1030010003315300_734051_3741339
4,4,Atlanta_nadir53_catid_1030010003193D00_734051_3741339
4,4,Atlanta_nadir8_catid_10300100023BC100_734051_3741339
4,4,Atlanta_nadir39_catid_1030010003832800_734051_3741339
4,4,Atlanta_nadir34_catid_1030010003697400_734051_3741339
4,4,Atlanta_nadir25_catid_103001000307D800_734051_3741339
3,3,Atlanta_nadir44_catid_1030010003CCD700_735851_3741789
3,3,Atlanta_nadir7_catid_1030010003D22F00_735851_3741789
3,3,Atlanta_nadir10_catid_1030010003993E00_735851_3741789
3,3,Atlanta_nadir10_catid_1030010003CAF100_735851_3741789
3,3,Atlanta_nadir27_catid_1030010003472200_735851_3741789
3,3,Atlanta_nadir21_catid_1030010003127500_735851_3741789
3,3,Atlanta_nadir47_catid_10300100033C5200_735851_3741789
3,3,Atlanta_nadir32_catid_103001000392F600_735851_3741789
3,3,Atlanta_nadir52_catid_1030010003BDDC00_735851_3741789
3,3,Atlanta_nadir16_catid_1030010002649200_735851_3741789
3,3,Atlanta_nadir14_catid_10300100039AB000_735851_3741789
3,3,Atlanta_nadir19_catid_1030010003C92000_735851_3741789
3,3,Atlanta_nadir42_catid_10300100035D1B00_735851_3741789
3,3,Atlanta_nadir46_catid_1030010003713C00_735851_3741789
3,3,Atlanta_nadir49_catid_1030010003492700_735851_3741789
3,3,Atlanta_nadir13_catid_1030010002B7D800_735851_3741789
3,3,Atlanta_nadir50_catid_10300100039E6200_735851_3741789
3,3,Atlanta_nadir30_catid_10300100036D5200_735851_3741789
3,3,Atlanta_nadir53_catid_1030010003CD4300_735851_3741789
3,3,Atlanta_nadir23_catid_103001000352C200_735851_3741789
3,3,Atlanta_nadir36_catid_1030010003895500_735851_3741789
3,3,Atlanta_nadir29_catid_1030010003315300_735851_3741789
3,3,Atlanta_nadir53_catid_1030010003193D00_735851_3741789
3,3,Atlanta_nadir8_catid_10300100023BC100_735851_3741789
3,3,Atlanta_nadir39_catid_1030010003832800_735851_3741789
3,3,Atlanta_nadir34_catid_1030010003697400_735851_3741789
3,3,Atlanta_nadir25_catid_103001000307D800_735851_3741789
4,4,Atlanta_nadir44_catid_1030010003CCD700_740351_3726489
4,4,Atlanta_nadir7_catid_1030010003D22F00_740351_3726489
4,4,Atlanta_nadir10_catid_1030010003993E00_740351_3726489
4,4,Atlanta_nadir10_catid_1030010003CAF100_740351_3726489
4,4,Atlanta_nadir27_catid_1030010003472200_740351_3726489
4,4,Atlanta_nadir21_catid_1030010003127500_740351_3726489
4,4,Atlanta_nadir47_catid_10300100033C5200_740351_3726489
4,4,Atlanta_nadir32_catid_103001000392F600_740351_3726489
4,4,Atlanta_nadir52_catid_1030010003BDDC00_740351_3726489
4,4,Atlanta_nadir16_catid_1030010002649200_740351_3726489
4,4,Atlanta_nadir14_catid_10300100039AB000_740351_3726489
4,4,Atlanta_nadir19_catid_1030010003C92000_740351_3726489
4,4,Atlanta_nadir42_catid_10300100035D1B00_740351_3726489
4,4,Atlanta_nadir46_catid_1030010003713C00_740351_3726489
4,4,Atlanta_nadir49_catid_1030010003492700_740351_3726489
4,4,Atlanta_nadir13_catid_1030010002B7D800_740351_3726489
4,4,Atlanta_nadir50_catid_10300100039E6200_740351_3726489
4,4,Atlanta_nadir30_catid_10300100036D5200_740351_3726489
4,4,Atlanta_nadir53_catid_1030010003CD4300_740351_3726489
4,4,Atlanta_nadir23_catid_103001000352C200_740351_3726489
4,4,Atlanta_nadir36_catid_1030010003895500_740351_3726489
4,4,Atlanta_nadir29_catid_1030010003315300_740351_3726489
4,4,Atlanta_nadir53_catid_1030010003193D00_740351_3726489
4,4,Atlanta_nadir8_catid_10300100023BC100_740351_3726489
4,4,Atlanta_nadir39_catid_1030010003832800_740351_3726489
4,4,Atlanta_nadir34_catid_1030010003697400_740351_3726489
4,4,Atlanta_nadir25_catid_103001000307D800_740351_3726489
2,2,Atlanta_nadir44_catid_1030010003CCD700_747551_3736839
2,2,Atlanta_nadir7_catid_1030010003D22F00_747551_3736839
2,2,Atlanta_nadir10_catid_1030010003993E00_747551_3736839
2,2,Atlanta_nadir10_catid_1030010003CAF100_747551_3736839
2,2,Atlanta_nadir27_catid_1030010003472200_747551_3736839
2,2,Atlanta_nadir21_catid_1030010003127500_747551_3736839
2,2,Atlanta_nadir47_catid_10300100033C5200_747551_3736839
2,2,Atlanta_nadir32_catid_103001000392F600_747551_3736839
2,2,Atlanta_nadir52_catid_1030010003BDDC00_747551_3736839
2,2,Atlanta_nadir16_catid_1030010002649200_747551_3736839
2,2,Atlanta_nadir14_catid_10300100039AB000_747551_3736839
2,2,Atlanta_nadir19_catid_1030010003C92000_747551_3736839
2,2,Atlanta_nadir42_catid_10300100035D1B00_747551_3736839
2,2,Atlanta_nadir46_catid_1030010003713C00_747551_3736839
2,2,Atlanta_nadir49_catid_1030010003492700_747551_3736839
2,2,Atlanta_nadir13_catid_1030010002B7D800_747551_3736839
2,2,Atlanta_nadir50_catid_10300100039E6200_747551_3736839
2,2,Atlanta_nadir30_catid_10300100036D5200_747551_3736839
2,2,Atlanta_nadir53_catid_1030010003CD4300_747551_3736839
2,2,Atlanta_nadir23_catid_103001000352C200_747551_3736839
2,2,Atlanta_nadir36_catid_1030010003895500_747551_3736839
2,2,Atlanta_nadir29_catid_1030010003315300_747551_3736839
2,2,Atlanta_nadir53_catid_1030010003193D00_747551_3736839
2,2,Atlanta_nadir8_catid_10300100023BC100_747551_3736839
2,2,Atlanta_nadir39_catid_1030010003832800_747551_3736839
2,2,Atlanta_nadir34_catid_1030010003697400_747551_3736839
2,2,Atlanta_nadir25_catid_103001000307D800_747551_3736839
2,2,Atlanta_nadir44_catid_1030010003CCD700_743051_3742689
2,2,Atlanta_nadir7_catid_1030010003D22F00_743051_3742689
2,2,Atlanta_nadir10_catid_1030010003993E00_743051_3742689
2,2,Atlanta_nadir10_catid_1030010003CAF100_743051_3742689
2,2,Atlanta_nadir27_catid_1030010003472200_743051_3742689
2,2,Atlanta_nadir21_catid_1030010003127500_743051_3742689
2,2,Atlanta_nadir47_catid_10300100033C5200_743051_3742689
2,2,Atlanta_nadir32_catid_103001000392F600_743051_3742689
2,2,Atlanta_nadir52_catid_1030010003BDDC00_743051_3742689
2,2,Atlanta_nadir16_catid_1030010002649200_743051_3742689
2,2,Atlanta_nadir14_catid_10300100039AB000_743051_3742689
2,2,Atlanta_nadir19_catid_1030010003C92000_743051_3742689
2,2,Atlanta_nadir42_catid_10300100035D1B00_743051_3742689
2,2,Atlanta_nadir46_catid_1030010003713C00_743051_3742689
2,2,Atlanta_nadir49_catid_1030010003492700_743051_3742689
2,2,Atlanta_nadir13_catid_1030010002B7D800_743051_3742689
2,2,Atlanta_nadir50_catid_10300100039E6200_743051_3742689
2,2,Atlanta_nadir30_catid_10300100036D5200_743051_3742689
2,2,Atlanta_nadir53_catid_1030010003CD4300_743051_3742689
2,2,Atlanta_nadir23_catid_103001000352C200_743051_3742689
2,2,Atlanta_nadir36_catid_1030010003895500_743051_3742689
2,2,Atlanta_nadir29_catid_1030010003315300_743051_3742689
2,2,Atlanta_nadir53_catid_1030010003193D00_743051_3742689
2,2,Atlanta_nadir8_catid_10300100023BC100_743051_3742689
2,2,Atlanta_nadir39_catid_1030010003832800_743051_3742689
2,2,Atlanta_nadir34_catid_1030010003697400_743051_3742689
2,2,Atlanta_nadir25_catid_103001000307D800_743051_3742689
0,0,Atlanta_nadir44_catid_1030010003CCD700_738551_3742689
0,0,Atlanta_nadir7_catid_1030010003D22F00_738551_3742689
0,0,Atlanta_nadir10_catid_1030010003993E00_738551_3742689
0,0,Atlanta_nadir10_catid_1030010003CAF100_738551_3742689
0,0,Atlanta_nadir27_catid_1030010003472200_738551_3742689
0,0,Atlanta_nadir21_catid_1030010003127500_738551_3742689
0,0,Atlanta_nadir47_catid_10300100033C5200_738551_3742689
0,0,Atlanta_nadir32_catid_103001000392F600_738551_3742689
0,0,Atlanta_nadir52_catid_1030010003BDDC00_738551_3742689
0,0,Atlanta_nadir16_catid_1030010002649200_738551_3742689
0,0,Atlanta_nadir14_catid_10300100039AB000_738551_3742689
0,0,Atlanta_nadir19_catid_1030010003C92000_738551_3742689
0,0,Atlanta_nadir42_catid_10300100035D1B00_738551_3742689
0,0,Atlanta_nadir46_catid_1030010003713C00_738551_3742689
0,0,Atlanta_nadir49_catid_1030010003492700_738551_3742689
0,0,Atlanta_nadir13_catid_1030010002B7D800_738551_3742689
0,0,Atlanta_nadir50_catid_10300100039E6200_738551_3742689
0,0,Atlanta_nadir30_catid_10300100036D5200_738551_3742689
0,0,Atlanta_nadir53_catid_1030010003CD4300_738551_3742689
0,0,Atlanta_nadir23_catid_103001000352C200_738551_3742689
0,0,Atlanta_nadir36_catid_1030010003895500_738551_3742689
0,0,Atlanta_nadir29_catid_1030010003315300_738551_3742689
0,0,Atlanta_nadir53_catid_1030010003193D00_738551_3742689
0,0,Atlanta_nadir8_catid_10300100023BC100_738551_3742689
0,0,Atlanta_nadir39_catid_1030010003832800_738551_3742689
0,0,Atlanta_nadir34_catid_1030010003697400_738551_3742689
0,0,Atlanta_nadir25_catid_103001000307D800_738551_3742689
1,1,Atlanta_nadir44_catid_1030010003CCD700_747101_3740889
1,1,Atlanta_nadir7_catid_1030010003D22F00_747101_3740889
1,1,Atlanta_nadir10_catid_1030010003993E00_747101_3740889
1,1,Atlanta_nadir10_catid_1030010003CAF100_747101_3740889
1,1,Atlanta_nadir27_catid_1030010003472200_747101_3740889
1,1,Atlanta_nadir21_catid_1030010003127500_747101_3740889
1,1,Atlanta_nadir47_catid_10300100033C5200_747101_3740889
1,1,Atlanta_nadir32_catid_103001000392F600_747101_3740889
1,1,Atlanta_nadir52_catid_1030010003BDDC00_747101_3740889
1,1,Atlanta_nadir16_catid_1030010002649200_747101_3740889
1,1,Atlanta_nadir14_catid_10300100039AB000_747101_3740889
1,1,Atlanta_nadir19_catid_1030010003C92000_747101_3740889
1,1,Atlanta_nadir42_catid_10300100035D1B00_747101_3740889
1,1,Atlanta_nadir46_catid_1030010003713C00_747101_3740889
1,1,Atlanta_nadir49_catid_1030010003492700_747101_3740889
1,1,Atlanta_nadir13_catid_1030010002B7D800_747101_3740889
1,1,Atlanta_nadir50_catid_10300100039E6200_747101_3740889
1,1,Atlanta_nadir30_catid_10300100036D5200_747101_3740889
1,1,Atlanta_nadir53_catid_1030010003CD4300_747101_3740889
1,1,Atlanta_nadir23_catid_103001000352C200_747101_3740889
1,1,Atlanta_nadir36_catid_1030010003895500_747101_3740889
1,1,Atlanta_nadir29_catid_1030010003315300_747101_3740889
1,1,Atlanta_nadir53_catid_1030010003193D00_747101_3740889
1,1,Atlanta_nadir8_catid_10300100023BC100_747101_3740889
1,1,Atlanta_nadir39_catid_1030010003832800_747101_3740889
1,1,Atlanta_nadir34_catid_1030010003697400_747101_3740889
1,1,Atlanta_nadir25_catid_103001000307D800_747101_3740889
2,2,Atlanta_nadir44_catid_1030010003CCD700_742151_3721989
2,2,Atlanta_nadir7_catid_1030010003D22F00_742151_3721989
2,2,Atlanta_nadir10_catid_1030010003993E00_742151_3721989
2,2,Atlanta_nadir10_catid_1030010003CAF100_742151_3721989
2,2,Atlanta_nadir27_catid_1030010003472200_742151_3721989
2,2,Atlanta_nadir21_catid_1030010003127500_742151_3721989
2,2,Atlanta_nadir47_catid_10300100033C5200_742151_3721989
2,2,Atlanta_nadir32_catid_103001000392F600_742151_3721989
2,2,Atlanta_nadir52_catid_1030010003BDDC00_742151_3721989
2,2,Atlanta_nadir16_catid_1030010002649200_742151_3721989
2,2,Atlanta_nadir14_catid_10300100039AB000_742151_3721989
2,2,Atlanta_nadir19_catid_1030010003C92000_742151_3721989
2,2,Atlanta_nadir42_catid_10300100035D1B00_742151_3721989
2,2,Atlanta_nadir46_catid_1030010003713C00_742151_3721989
2,2,Atlanta_nadir49_catid_1030010003492700_742151_3721989
2,2,Atlanta_nadir13_catid_1030010002B7D800_742151_3721989
2,2,Atlanta_nadir50_catid_10300100039E6200_742151_3721989
2,2,Atlanta_nadir30_catid_10300100036D5200_742151_3721989
2,2,Atlanta_nadir53_catid_1030010003CD4300_742151_3721989
2,2,Atlanta_nadir23_catid_103001000352C200_742151_3721989
2,2,Atlanta_nadir36_catid_1030010003895500_742151_3721989
2,2,Atlanta_nadir29_catid_1030010003315300_742151_3721989
2,2,Atlanta_nadir53_catid_1030010003193D00_742151_3721989
2,2,Atlanta_nadir8_catid_10300100023BC100_742151_3721989
2,2,Atlanta_nadir39_catid_1030010003832800_742151_3721989
2,2,Atlanta_nadir34_catid_1030010003697400_742151_3721989
2,2,Atlanta_nadir25_catid_103001000307D800_742151_3721989
4,4,Atlanta_nadir44_catid_1030010003CCD700_743501_3738639
4,4,Atlanta_nadir7_catid_1030010003D22F00_743501_3738639
4,4,Atlanta_nadir10_catid_1030010003993E00_743501_3738639
4,4,Atlanta_nadir10_catid_1030010003CAF100_743501_3738639
4,4,Atlanta_nadir27_catid_1030010003472200_743501_3738639
4,4,Atlanta_nadir21_catid_1030010003127500_743501_3738639
4,4,Atlanta_nadir47_catid_10300100033C5200_743501_3738639
4,4,Atlanta_nadir32_catid_103001000392F600_743501_3738639
4,4,Atlanta_nadir52_catid_1030010003BDDC00_743501_3738639
4,4,Atlanta_nadir16_catid_1030010002649200_743501_3738639
4,4,Atlanta_nadir14_catid_10300100039AB000_743501_3738639
4,4,Atlanta_nadir19_catid_1030010003C92000_743501_3738639
4,4,Atlanta_nadir42_catid_10300100035D1B00_743501_3738639
4,4,Atlanta_nadir46_catid_1030010003713C00_743501_3738639
4,4,Atlanta_nadir49_catid_1030010003492700_743501_3738639
4,4,Atlanta_nadir13_catid_1030010002B7D800_743501_3738639
4,4,Atlanta_nadir50_catid_10300100039E6200_743501_3738639
4,4,Atlanta_nadir30_catid_10300100036D5200_743501_3738639
4,4,Atlanta_nadir53_catid_1030010003CD4300_743501_3738639
4,4,Atlanta_nadir23_catid_103001000352C200_743501_3738639
4,4,Atlanta_nadir36_catid_1030010003895500_743501_3738639
4,4,Atlanta_nadir29_catid_1030010003315300_743501_3738639
4,4,Atlanta_nadir53_catid_1030010003193D00_743501_3738639
4,4,Atlanta_nadir8_catid_10300100023BC100_743501_3738639
4,4,Atlanta_nadir39_catid_1030010003832800_743501_3738639
4,4,Atlanta_nadir34_catid_1030010003697400_743501_3738639
4,4,Atlanta_nadir25_catid_103001000307D800_743501_3738639
3,3,Atlanta_nadir44_catid_1030010003CCD700_744401_3733689
3,3,Atlanta_nadir7_catid_1030010003D22F00_744401_3733689
3,3,Atlanta_nadir10_catid_1030010003993E00_744401_3733689
3,3,Atlanta_nadir10_catid_1030010003CAF100_744401_3733689
3,3,Atlanta_nadir27_catid_1030010003472200_744401_3733689
3,3,Atlanta_nadir21_catid_1030010003127500_744401_3733689
3,3,Atlanta_nadir47_catid_10300100033C5200_744401_3733689
3,3,Atlanta_nadir32_catid_103001000392F600_744401_3733689
3,3,Atlanta_nadir52_catid_1030010003BDDC00_744401_3733689
3,3,Atlanta_nadir16_catid_1030010002649200_744401_3733689
3,3,Atlanta_nadir14_catid_10300100039AB000_744401_3733689
3,3,Atlanta_nadir19_catid_1030010003C92000_744401_3733689
3,3,Atlanta_nadir42_catid_10300100035D1B00_744401_3733689
3,3,Atlanta_nadir46_catid_1030010003713C00_744401_3733689
3,3,Atlanta_nadir49_catid_1030010003492700_744401_3733689
3,3,Atlanta_nadir13_catid_1030010002B7D800_744401_3733689
3,3,Atlanta_nadir50_catid_10300100039E6200_744401_3733689
3,3,Atlanta_nadir30_catid_10300100036D5200_744401_3733689
3,3,Atlanta_nadir53_catid_1030010003CD4300_744401_3733689
3,3,Atlanta_nadir23_catid_103001000352C200_744401_3733689
3,3,Atlanta_nadir36_catid_1030010003895500_744401_3733689
3,3,Atlanta_nadir29_catid_1030010003315300_744401_3733689
3,3,Atlanta_nadir53_catid_1030010003193D00_744401_3733689
3,3,Atlanta_nadir8_catid_10300100023BC100_744401_3733689
3,3,Atlanta_nadir39_catid_1030010003832800_744401_3733689
3,3,Atlanta_nadir34_catid_1030010003697400_744401_3733689
3,3,Atlanta_nadir25_catid_103001000307D800_744401_3733689
0,0,Atlanta_nadir44_catid_1030010003CCD700_744851_3740439
0,0,Atlanta_nadir7_catid_1030010003D22F00_744851_3740439
0,0,Atlanta_nadir10_catid_1030010003993E00_744851_3740439
0,0,Atlanta_nadir10_catid_1030010003CAF100_744851_3740439
0,0,Atlanta_nadir27_catid_1030010003472200_744851_3740439
0,0,Atlanta_nadir21_catid_1030010003127500_744851_3740439
0,0,Atlanta_nadir47_catid_10300100033C5200_744851_3740439
0,0,Atlanta_nadir32_catid_103001000392F600_744851_3740439
0,0,Atlanta_nadir52_catid_1030010003BDDC00_744851_3740439
0,0,Atlanta_nadir16_catid_1030010002649200_744851_3740439
0,0,Atlanta_nadir14_catid_10300100039AB000_744851_3740439
0,0,Atlanta_nadir19_catid_1030010003C92000_744851_3740439
0,0,Atlanta_nadir42_catid_10300100035D1B00_744851_3740439
0,0,Atlanta_nadir46_catid_1030010003713C00_744851_3740439
0,0,Atlanta_nadir49_catid_1030010003492700_744851_3740439
0,0,Atlanta_nadir13_catid_1030010002B7D800_744851_3740439
0,0,Atlanta_nadir50_catid_10300100039E6200_744851_3740439
0,0,Atlanta_nadir30_catid_10300100036D5200_744851_3740439
0,0,Atlanta_nadir53_catid_1030010003CD4300_744851_3740439
0,0,Atlanta_nadir23_catid_103001000352C200_744851_3740439
0,0,Atlanta_nadir36_catid_1030010003895500_744851_3740439
0,0,Atlanta_nadir29_catid_1030010003315300_744851_3740439
0,0,Atlanta_nadir53_catid_1030010003193D00_744851_3740439
0,0,Atlanta_nadir8_catid_10300100023BC100_744851_3740439
0,0,Atlanta_nadir39_catid_1030010003832800_744851_3740439
0,0,Atlanta_nadir34_catid_1030010003697400_744851_3740439
0,0,Atlanta_nadir25_catid_103001000307D800_744851_3740439
4,4,Atlanta_nadir44_catid_1030010003CCD700_738551_3739989
4,4,Atlanta_nadir7_catid_1030010003D22F00_738551_3739989
4,4,Atlanta_nadir10_catid_1030010003993E00_738551_3739989
4,4,Atlanta_nadir10_catid_1030010003CAF100_738551_3739989
4,4,Atlanta_nadir27_catid_1030010003472200_738551_3739989
4,4,Atlanta_nadir21_catid_1030010003127500_738551_3739989
4,4,Atlanta_nadir47_catid_10300100033C5200_738551_3739989
4,4,Atlanta_nadir32_catid_103001000392F600_738551_3739989
4,4,Atlanta_nadir52_catid_1030010003BDDC00_738551_3739989
4,4,Atlanta_nadir16_catid_1030010002649200_738551_3739989
4,4,Atlanta_nadir14_catid_10300100039AB000_738551_3739989
4,4,Atlanta_nadir19_catid_1030010003C92000_738551_3739989
4,4,Atlanta_nadir42_catid_10300100035D1B00_738551_3739989
4,4,Atlanta_nadir46_catid_1030010003713C00_738551_3739989
4,4,Atlanta_nadir49_catid_1030010003492700_738551_3739989
4,4,Atlanta_nadir13_catid_1030010002B7D800_738551_3739989
4,4,Atlanta_nadir50_catid_10300100039E6200_738551_3739989
4,4,Atlanta_nadir30_catid_10300100036D5200_738551_3739989
4,4,Atlanta_nadir53_catid_1030010003CD4300_738551_3739989
4,4,Atlanta_nadir23_catid_103001000352C200_738551_3739989
4,4,Atlanta_nadir36_catid_1030010003895500_738551_3739989
4,4,Atlanta_nadir29_catid_1030010003315300_738551_3739989
4,4,Atlanta_nadir53_catid_1030010003193D00_738551_3739989
4,4,Atlanta_nadir8_catid_10300100023BC100_738551_3739989
4,4,Atlanta_nadir39_catid_1030010003832800_738551_3739989
4,4,Atlanta_nadir34_catid_1030010003697400_738551_3739989
4,4,Atlanta_nadir25_catid_103001000307D800_738551_3739989
4,4,Atlanta_nadir44_catid_1030010003CCD700_740801_3738639
4,4,Atlanta_nadir7_catid_1030010003D22F00_740801_3738639
4,4,Atlanta_nadir10_catid_1030010003993E00_740801_3738639
4,4,Atlanta_nadir10_catid_1030010003CAF100_740801_3738639
4,4,Atlanta_nadir27_catid_1030010003472200_740801_3738639
4,4,Atlanta_nadir21_catid_1030010003127500_740801_3738639
4,4,Atlanta_nadir47_catid_10300100033C5200_740801_3738639
4,4,Atlanta_nadir32_catid_103001000392F600_740801_3738639
4,4,Atlanta_nadir52_catid_1030010003BDDC00_740801_3738639
4,4,Atlanta_nadir16_catid_1030010002649200_740801_3738639
4,4,Atlanta_nadir14_catid_10300100039AB000_740801_3738639
4,4,Atlanta_nadir19_catid_1030010003C92000_740801_3738639
4,4,Atlanta_nadir42_catid_10300100035D1B00_740801_3738639
4,4,Atlanta_nadir46_catid_1030010003713C00_740801_3738639
4,4,Atlanta_nadir49_catid_1030010003492700_740801_3738639
4,4,Atlanta_nadir13_catid_1030010002B7D800_740801_3738639
4,4,Atlanta_nadir50_catid_10300100039E6200_740801_3738639
4,4,Atlanta_nadir30_catid_10300100036D5200_740801_3738639
4,4,Atlanta_nadir53_catid_1030010003CD4300_740801_3738639
4,4,Atlanta_nadir23_catid_103001000352C200_740801_3738639
4,4,Atlanta_nadir36_catid_1030010003895500_740801_3738639
4,4,Atlanta_nadir29_catid_1030010003315300_740801_3738639
4,4,Atlanta_nadir53_catid_1030010003193D00_740801_3738639
4,4,Atlanta_nadir8_catid_10300100023BC100_740801_3738639
4,4,Atlanta_nadir39_catid_1030010003832800_740801_3738639
4,4,Atlanta_nadir34_catid_1030010003697400_740801_3738639
4,4,Atlanta_nadir25_catid_103001000307D800_740801_3738639
4,4,Atlanta_nadir44_catid_1030010003CCD700_748451_3742239
4,4,Atlanta_nadir7_catid_1030010003D22F00_748451_3742239
4,4,Atlanta_nadir10_catid_1030010003993E00_748451_3742239
4,4,Atlanta_nadir10_catid_1030010003CAF100_748451_3742239
4,4,Atlanta_nadir27_catid_1030010003472200_748451_3742239
4,4,Atlanta_nadir21_catid_1030010003127500_748451_3742239
4,4,Atlanta_nadir47_catid_10300100033C5200_748451_3742239
4,4,Atlanta_nadir32_catid_103001000392F600_748451_3742239
4,4,Atlanta_nadir52_catid_1030010003BDDC00_748451_3742239
4,4,Atlanta_nadir16_catid_1030010002649200_748451_3742239
4,4,Atlanta_nadir14_catid_10300100039AB000_748451_3742239
4,4,Atlanta_nadir19_catid_1030010003C92000_748451_3742239
4,4,Atlanta_nadir42_catid_10300100035D1B00_748451_3742239
4,4,Atlanta_nadir46_catid_1030010003713C00_748451_3742239
4,4,Atlanta_nadir49_catid_1030010003492700_748451_3742239
4,4,Atlanta_nadir13_catid_1030010002B7D800_748451_3742239
4,4,Atlanta_nadir50_catid_10300100039E6200_748451_3742239
4,4,Atlanta_nadir30_catid_10300100036D5200_748451_3742239
4,4,Atlanta_nadir53_catid_1030010003CD4300_748451_3742239
4,4,Atlanta_nadir23_catid_103001000352C200_748451_3742239
4,4,Atlanta_nadir36_catid_1030010003895500_748451_3742239
